小区,户型,面积,地段,单价,总价,楼层,建成时间,有地铁
泡崖三区 , 2室1厅 , 56.54平米 ,泡崖市场,8101.0,45.8,7,1995,False
金连福地 , 3室2厅 , 134.23平米 ,站前,6184.0,83.0,18,2010,False
水彩巷 , 2室2厅 , 92.48平米 ,山东路,9516.0,88.0,5,1999,True
友好街32号 , 2室2厅 , 91平米 ,站前,6429.0,58.5,5,1999,False
景润二期 , 2室1厅 , 91.33平米 ,北京公园,12592.0,115.0,7,2002,True
锦绣暖山 , 2室1厅 , 91.69平米 ,叠翠,15815.0,145.0,9,2010,True
中长花园 , 3室1厅 , 72.59平米 ,丽景,11297.0,82.0,7,2000,True
金福小区 , 2室1厅 , 80.54平米 ,辽师,9437.0,76.0,7,2000,True
绿波公寓 , 2室1厅 , 68.49平米 ,春柳,8133.0,55.7,18,1999,False
王家桥小区 , 2室1厅 , 73.45平米 ,促进路,9395.0,69.0,7,1990,True
锦城西园 , 2室1厅 , 67.27平米 ,锦绣,14569.0,98.0,6,2006,True
宜家大院 , 2室1厅 , 71.01平米 ,安盛,7605.0,54.0,18,2002,False
孙家沟 , 1室1厅 , 31.61平米 ,孙家沟,12813.0,40.5,7,1992,False
春柳河小区 , 2室1厅 , 98.63平米 ,促进路,11153.0,110.0,6,2001,True
柳华街 , 2室1厅 , 48.95平米 ,春柳,9561.0,46.8,7,1985,True
红星海世界观二期果岭墅 , 4室2厅 , 333平米 ,红星海,17418.0,580.0,30,2012,False
星海大观 , 4室2厅 , 268.04平米 ,星海广场,24251.0,650.0,50,2010,True
泡崖三区 , 1室1厅 , 48.78平米 ,泡崖市场,9636.0,47.0,7,1995,False
泰安花园 , 2室1厅 , 73.39平米 ,南沙,10356.0,76.0,7,1998,False
北府花园 , 3室2厅 , 111.66平米 ,华南,15673.0,175.0,12,2007,True
名贵山庄华丽园 , 5室2厅 , 97.75平米 ,名贵,11714.0,114.5,5,2002,True
胜景家园 , 2室1厅 , 87.8平米 ,甘井子,9454.0,83.0,18,2009,False
依山云水二期 , 2室2厅 , 91.75平米 ,万科假日,13951.0,128.0,11,2007,False
锦霞南园 , 2室1厅 , 81.17平米 ,锦绣,9856.0,80.0,6,2002,False
city one , 2室1厅 , 121.97平米 ,软件园,10659.0,130.0,11,2006,True
动力院景二期汇善南园 , 2室2厅 , 87平米 ,华南,13564.0,118.0,5,2007,True
红星海世界观一期城市别馆 , 3室2厅 , 140.54平米 ,红星海,10176.0,143.0,32,2012,False
倚山里小区 , 2室2厅 , 78.19平米 ,倚山里,6625.0,51.8,6,1996,False
大医物业 , 3室2厅 , 114.06平米 ,孙家沟,12713.0,145.0,7,2003,False
中冶蓝城E区 , 2室2厅 , 90平米 ,辛寨子,13556.0,122.0,8,2010,False
第五郡三号地 , 2室2厅 , 90.93平米 ,第五郡,20346.0,185.0,16,2012,False
弘基二期 , 3室2厅 , 100.17平米 ,学府,17870.0,179.0,6,2003,True
新港家园 , 2室2厅 , 94.65平米 ,高城山,7079.0,67.0,11,2003,False
半岛听涛 , 3室2厅 , 169.44平米 ,星海广场,21247.0,360.0,31,2007,True
东城天下 , 3室2厅 , 102.83平米 ,东城,7975.0,82.0,11,2005,False
东方圣克拉一期 , 4室2厅 , 221.43平米 ,庙岭,21000.0,465.0,25,2010,False
翰林观海 , 4室2厅 , 156.37平米 ,学府,19953.0,312.0,19,2003,True
壹品星海二期 , 4室2厅 , 199.41平米 ,星海广场,24924.0,497.0,12,2007,True
第五郡三号地 , 2室2厅 , 90.93平米 ,第五郡,20346.0,185.0,16,2012,False
鼎新鼎云都 , 3室2厅 , 108.61平米 ,促进路,10957.0,119.0,5,2001,False
东方圣克拉一期 , 4室2厅 , 221.43平米 ,庙岭,21000.0,465.0,25,2010,False
左岸经典 , 1室1厅 , 70.7平米 ,红梅翠竹,8346.0,59.0,33,2009,False
新石道街 , 2室0厅 , 50.31平米 ,石道街,10138.0,51.0,6,1999,False
新华同仁轩 , 1室1厅 , 36.36平米 ,阳光月秀,11992.0,43.6,6,2005,False
亿达云集 , 3室2厅 , 148.38平米 ,武昌街,18197.0,270.0,35,2015,False
王家桥 , 2室1厅 , 62.57平米 ,促进路,10549.0,66.0,7,1992,True
万科魅力之城 , 2室2厅 , 74.73平米 ,魅力之城,12178.0,91.0,18,2012,False
王家桥 , 3室1厅 , 52.81平米 ,促进路,14202.0,75.0,6,1989,True
亿达世纪城 , 3室2厅 , 127平米 ,大纺,20394.0,259.0,12,2003,False
龙畔锦城 , 2室2厅 , 86.8平米 ,华府,17858.0,155.0,22,2009,False
79中民权小区 , 4室2厅 , 116.18平米 ,西安路,11190.0,130.0,7,1997,True
台四小区 , 2室2厅 , 97.28平米 ,南沙,14084.0,137.0,7,1998,False
松苑山庄 , 2室1厅 , 53.7平米 ,杏花里,6611.0,35.5,7,1999,False
和合美家 , 1室1厅 , 45.21平米 ,泡崖八区,12719.0,57.5,10,2010,False
沙区医院 , 2室1厅 , 57.86平米 ,辽师,10370.0,60.0,7,1995,True
柏林水郡 , 2室1厅 , 81.96平米 ,凌水,15252.0,125.0,5,2007,False
里程巷 , 1室1厅 , 50.44平米 ,马栏,9319.0,47.0,6,2000,True
刘家桥 , 2室1厅 , 63.1平米 ,春柳,9034.0,57.0,7,2000,False
交通大学 , 2室1厅 , 51.08平米 ,辽师,9495.0,48.5,6,1995,True
金马圣隆 , 2室2厅 , 85.16平米 ,辛寨子,11626.0,99.0,5,2006,False
宏都峰景 , 1室1厅 , 65.3平米 ,万达,17305.0,113.0,31,2012,True
新星绿城二期 , 2室1厅 , 48.6平米 ,辛寨子,11112.0,54.0,6,2006,False
小平岛海悦山 , 3室2厅 , 115.47平米 ,小平岛,14983.0,173.0,30,2011,False
中海青年客 , 2室1厅 , 83平米 ,万达,17832.0,148.0,32,2014,True
昊宇山海湾 , 2室1厅 , 85.57平米 ,万达,17530.0,150.0,32,2015,True
万科城市花园 , 3室2厅 , 115.22平米 ,绿波,16404.0,189.0,11,2005,False
泡崖美林园 , 2室2厅 , 86.69平米 ,美林园,9921.0,86.0,7,2003,False
万科城市花园 , 3室2厅 , 115.22平米 ,绿波,16404.0,189.0,11,2005,False
热岛黄金海岸 , 2室2厅 , 97.6平米 ,华润海中国,9017.0,88.0,34,2010,False
亿达世纪城 , 2室2厅 , 94.75平米 ,大纺,21425.0,203.0,10,2003,False
万科假日风景 , 2室2厅 , 89.28平米 ,万科假日,13441.0,120.0,11,2008,False
万科假日风景 , 3室2厅 , 86.7平米 ,万科假日,15341.0,133.0,5,2008,False
西山阳光水岸 , 2室2厅 , 102.78平米 ,万科假日,13622.0,140.0,10,2007,False
华润考拉住区 , 2室1厅 , 82.29平米 ,名贵,14948.0,123.0,21,2016,False
中海华庭 , 2室1厅 , 63.93平米 ,万达,18771.0,120.0,24,2010,False
未名山 , 2室2厅 , 88平米 ,万达,22500.0,198.0,32,2015,True
华润置地广场一期 , 2室1厅 , 88平米 ,华南,18182.0,160.0,33,2013,True
泡崖美林园 , 2室2厅 , 86.69平米 ,美林园,9921.0,86.0,7,2003,False
湾家花园 , 2室2厅 , 99.21平米 ,西山水库,12499.0,124.0,6,2000,True
万达华府二期 , 3室2厅 , 115.84平米 ,华府,21496.0,249.0,30,2007,True
青云林海 , 3室2厅 , 127.23平米 ,青云街,18707.0,238.0,11,2001,False
春柳园 , 2室2厅 , 85.69平米 ,春柳,8520.0,73.0,7,1994,False
湖畔小区 , 4室2厅 , 192.47平米 ,三八南,23381.0,450.0,3,1995,True
马栏北街 , 2室1厅 , 54.6平米 ,马栏,9707.0,53.0,6,1994,True
沙区医院 , 2室1厅 , 70.13平米 ,辽师,7487.0,52.5,7,1995,True
绿山俪城 , 3室2厅 , 194.14平米 ,武昌街,10302.0,200.0,6,1995,False
大华锦绣华城四期 , 5室2厅 , 93.56平米 ,庙岭,22232.0,208.0,30,2015,False
耕海山尚 , 3室1厅 , 91.17平米 ,马栏,16453.0,150.0,25,2010,False
玉浓街 , 2室1厅 , 71.68平米 ,泡崖八区,10045.0,72.0,6,2002,False
万科朗润园 , 3室1厅 , 91平米 ,魅力之城,14286.0,130.0,9,2015,False
盛世闲庭 , 1室2厅 , 80.21平米 ,山东路,14712.0,118.0,6,2003,True
金海国际花园 , 2室2厅 , 88.71平米 ,金华,6651.0,59.0,12,2016,False
芙蓉人家 , 4室2厅 , 152.11平米 ,促进路,13017.0,198.0,5,2010,True
良运缤纷四季 , 2室2厅 , 88平米 ,丽景,16819.0,148.0,18,2006,True
新华同仁轩 , 2室2厅 , 52.86平米 ,阳光月秀,20810.0,110.0,8,2005,False
黑石礁广场 , 2室2厅 , 73.57平米 ,黑石礁,11962.0,88.0,7,1995,True
恒达花园（沙河口） , 2室1厅 , 105.22平米 ,辽师,9504.0,100.0,7,1998,True
大连明珠 , 2室2厅 , 153.43平米 ,星海广场,23138.0,355.0,12,2008,True
和平现代城 , 1室0厅 , 55.5平米 ,和平广场,15100.0,83.8,50,2005,True
杭州街 , 3室1厅 , 68.2平米 ,黑石礁,8945.0,61.0,7,1990,True
和平现代城 , 1室0厅 , 47.23平米 ,和平广场,15245.0,72.0,50,2005,True
九中金城街 , 2室1厅 , 56.88平米 ,中山友好,42019.0,239.0,7,1992,True
艾维尼小城 , 3室3厅 , 90.1平米 ,辛寨子,19090.0,172.0,11,2010,False
北昌平小区 , 3室1厅 , 91平米 ,西安路,12638.0,115.0,7,1996,True
壹品天城 , 3室2厅 , 130.57平米 ,大纺,22058.0,288.0,15,2011,False
宏良小区 , 2室1厅 , 75.58平米 ,马栏,10321.0,78.0,7,2000,True
远洋广场 , 2室1厅 , 89.61平米 ,华南,16517.0,148.0,26,2012,True
颐和星海 , 3室2厅 , 143.56平米 ,黑石礁,24032.0,345.0,36,2013,True
星海人家 , 3室2厅 , 124.27平米 ,星海人家商圈,25751.0,320.0,6,2002,True
自由向 , 3室1厅 , 98.38平米 ,红梅翠竹,12096.0,119.0,32,2011,False
亿达学清园 , 3室2厅 , 170.62平米 ,软件园,20983.0,358.0,6,2001,True
齐化家园 , 2室2厅 , 146.93平米 ,红梅翠竹,10278.0,151.0,21,2000,True
彩虹园 , 2室1厅 , 60.68平米 ,马栏,9229.0,56.0,6,2000,True
泡崖七区 , 2室2厅 , 78.32平米 ,泡崖市场,10445.0,81.8,7,2000,False
城润万家 , 2室1厅 , 101.59平米 ,城润,5306.0,53.9,31,2008,False
松林里小区 , 5室2厅 , 151.59平米 ,松峪,9236.0,140.0,4,1997,False
悦泰林里 , 4室2厅 , 136平米 ,中南,27942.0,380.0,17,2006,False
东特新天地 , 1室1厅 , 34.17平米 ,周水子,12585.0,43.0,12,2004,False
锦泉源D1区 , 2室1厅 , 78.68平米 ,锦泉源,12011.0,94.5,11,2007,True
山峦北巷 , 2室1厅 , 50.38平米 ,中南,12307.0,62.0,6,1990,False
马栏北街 , 2室1厅 , 60.27平米 ,马栏,9209.0,55.5,6,1993,True
裕民新苑 , 2室1厅 , 66.25平米 ,东城,7246.0,48.0,11,2006,False
安盛花园 , 1室2厅 , 56.57平米 ,安盛,6895.0,39.0,17,2003,True
千山心城 , 1室1厅 , 58.78平米 ,山东路,11569.0,68.0,6,2004,True
千山心城 , 1室1厅 , 58.78平米 ,山东路,11569.0,68.0,6,2004,True
岗松里小区 , 3室1厅 , 80.64平米 ,东山,5953.0,48.0,7,2000,False
马栏小学北 , 2室1厅 , 63平米 ,马栏,9366.0,59.0,7,1995,True
王家桥 , 2室1厅 , 81.88平米 ,促进路,10015.0,82.0,7,1993,True
彩虹园 , 2室1厅 , 70.23平米 ,马栏,9825.0,69.0,7,2003,False
万科魅力之城 , 3室1厅 , 86.99平米 ,魅力之城,14945.0,130.0,18,2012,False
星加坡花园 , 2室1厅 , 87.81平米 ,周水子,14691.0,129.0,12,2004,False
北府花园 , 3室2厅 , 141.72平米 ,华南,13054.0,185.0,18,2007,True
辽师 , 2室1厅 , 49.8平米 ,辽师,13454.0,67.0,5,1998,True
鼎新鼎润府 , 3室2厅 , 118.89平米 ,锦绣,16150.0,192.0,6,2006,False
第五郡五号地 , 3室2厅 , 127.46平米 ,第五郡,24714.0,315.0,5,2009,False
龙岗园 , 3室1厅 , 111.32平米 ,南沙,8067.0,89.8,5,2001,False
我爱我家 , 2室1厅 , 60.15平米 ,叠翠,13301.0,80.0,8,2011,False
小平岛邻海园 , 3室2厅 , 155.61平米 ,小平岛,15424.0,240.0,11,2007,False
北昌平小区 , 1室2厅 , 53.75平米 ,西安路,10605.0,57.0,16,1999,True
宏都筑景Ⅰ期 , 4室2厅 , 107.23平米 ,孙家沟,34039.0,365.0,5,2009,False
和平现代城 , 1室1厅 , 60.67平米 ,和平广场,13846.0,84.0,50,2005,True
星海人家 , 3室2厅 , 149.52平米 ,星海人家商圈,26485.0,396.0,6,2002,True
亿达学苑 , 3室2厅 , 128.47平米 ,辽师,15958.0,205.0,10,2003,True
幸福e家四期 , 3室2厅 , 137.59平米 ,幸福e家,28346.0,390.0,17,2007,True
玉门街 , 2室1厅 , 66.26平米 ,孙家沟,11320.0,75.0,7,1993,False
圆梦园 , 2室1厅 , 67.12平米 ,第五郡,19667.0,132.0,11,2015,True
新希望家园 , 1室1厅 , 55.6平米 ,城润,6925.0,38.5,28,2009,True
和平现代城 , 1室1厅 , 79.28平米 ,和平广场,13875.0,110.0,50,2005,True
万福居 , 2室2厅 , 89.92平米 ,鹏辉,15014.0,135.0,12,2006,False
绿波B区 , 2室2厅 , 106.79平米 ,春柳,7117.0,76.0,7,1995,True
大华御庭 , 2室1厅 , 70.49平米 ,星海人家商圈,16315.0,115.0,18,2009,False
华业玫瑰东方 , 2室1厅 , 79.47平米 ,和平广场,18246.0,145.0,23,2011,True
兴工街 , 3室2厅 , 117.41平米 ,西安路,9966.0,117.0,7,1990,True
叠翠骏景 , 2室1厅 , 51.9平米 ,叠翠,10405.0,54.0,6,2007,False
北欧假日 , 2室1厅 , 123.87平米 ,松峪,8073.0,100.0,33,2005,False
东方星海 , 1室1厅 , 62平米 ,星海广场,14678.0,91.0,30,2009,True
星海自由港 , 1室1厅 , 66.68平米 ,星海人家商圈,18447.0,123.0,5,2004,True
百年汇 , 1室1厅 , 104平米 ,星海广场,12981.0,135.0,12,2007,True
泉水人家幸福里 , 2室2厅 , 86.62平米 ,美域盛景,13277.0,115.0,11,2009,False
清泉小区 , 1室1厅 , 57.83平米 ,西安路,10376.0,60.0,7,1999,True
三寰芳草园 , 3室2厅 , 54平米 ,阳光月秀,19260.0,104.0,6,2003,False
翠竹中区 , 4室2厅 , 150.82平米 ,红梅翠竹,7891.0,119.0,7,1996,False
北甸街 , 2室1厅 , 69.19平米 ,辽师,8643.0,59.8,7,1998,True
东方圣荷西 , 3室2厅 , 192.99平米 ,软件园,19950.0,385.0,24,2008,False
华宇凤凰城 , 2室1厅 , 76.72平米 ,杏花里,7756.0,59.5,22,2010,False
万科魅力之城 , 2室2厅 , 75.56平米 ,魅力之城,13500.0,102.0,23,2012,False
星台花园一期 , 2室2厅 , 63.51平米 ,幸福e家,17321.0,110.0,7,1998,False
泡崖四区 , 2室1厅 , 51.52平米 ,泡崖四区,8890.0,45.8,7,2002,False
碧浪园一期 , 2室2厅 , 65.12平米 ,虎滩,11671.0,76.0,6,2000,False
万科假日风景 , 2室2厅 , 89.22平米 ,万科假日,13226.0,118.0,5,2008,False
促进路 , 2室1厅 , 59平米 ,促进路,11187.0,66.0,7,1996,True
万科溪之谷 , 2室1厅 , 89.49平米 ,溪之谷,10728.0,96.0,5,2007,False
美域盛景 , 2室2厅 , 96.12平米 ,美域盛景,13317.0,128.0,14,2008,False
聚鑫小区三期 , 2室1厅 , 72.56平米 ,金纺,7718.0,56.0,6,2008,True
招商兰溪谷 , 3室2厅 , 130.57平米 ,万达,20679.0,270.0,27,2015,True
侯二小区 , 2室1厅 , 64.39平米 ,侯家沟,11027.0,71.0,7,1991,True
大有恬园 , 3室2厅 , 89.95平米 ,凌水,15565.0,140.0,6,2005,False
浪花街 , 2室1厅 , 81.74平米 ,黑石礁,11011.0,90.0,4,1999,True
小平岛E东组团 , 2室2厅 , 87.34平米 ,小平岛,17175.0,150.0,15,2007,False
万科假日风景 , 3室2厅 , 132平米 ,万科假日,12500.0,165.0,18,2008,False
万国宫馆一期 , 2室1厅 , 83.49平米 ,红梅翠竹,11499.0,96.0,31,2009,False
亲亲家园 , 2室2厅 , 110.75平米 ,西山水库,10655.0,118.0,12,2004,True
中城公园里 , 3室2厅 , 94.94平米 ,南沙,18433.0,175.0,18,2008,False
万科假日风景 , 3室2厅 , 132平米 ,万科假日,12500.0,165.0,18,2008,False
万国宫馆一期 , 2室1厅 , 83.49平米 ,红梅翠竹,11499.0,96.0,31,2009,False
万科城市花园 , 3室2厅 , 145.28平米 ,绿波,16589.0,241.0,11,2006,False
促进路 , 2室1厅 , 59平米 ,促进路,11187.0,66.0,7,1996,True
侯二小区 , 2室1厅 , 64.39平米 ,侯家沟,11027.0,71.0,7,1991,True
锦云中园 , 2室1厅 , 81.14平米 ,锦绣,9244.0,75.0,7,1996,False
硅谷假日 , 2室1厅 , 90.98平米 ,万达,18521.0,168.5,5,2005,True
海创半山壹号 , 2室2厅 , 91.06平米 ,七贤岭,15924.0,145.0,11,2011,False
帝欧花园 , 3室2厅 , 116.01平米 ,绿波,13232.0,153.5,12,2005,False
远洋时代城四期 , 2室2厅 , 88.6平米 ,高城山,7563.0,67.0,22,2012,False
大有恬园 , 3室2厅 , 89.95平米 ,凌水,15565.0,140.0,6,2005,False
小平岛E东组团 , 2室2厅 , 87.34平米 ,小平岛,17175.0,150.0,15,2007,False
浪花街 , 2室1厅 , 81.74平米 ,黑石礁,11011.0,90.0,4,1999,True
胜鼎桃源 , 2室2厅 , 102.33平米 ,青云街,19056.0,195.0,33,2015,False
晶品森岚 , 2室2厅 , 90.04平米 ,万科假日,13883.0,125.0,11,2009,False
观山满庭芳 , 2室2厅 , 90.72平米 ,马栏,11905.0,108.0,18,2008,True
幸福e家五期 , 2室2厅 , 96平米 ,幸福e家,30730.0,295.0,24,2010,True
锦绣暖山 , 1室1厅 , 58.03平米 ,叠翠,11202.0,65.0,30,2010,True
北昌平小区 , 2室1厅 , 60.21平米 ,西安路,11959.0,72.0,16,1999,True
盛滨花园B区 , 2室1厅 , 71.47平米 ,站前,7696.0,55.0,6,2009,True
青松南里 , 2室1厅 , 111.64平米 ,红梅翠竹,5285.0,59.0,32,2003,False
恒达花园 , 2室1厅 , 50.51平米 ,金华,7425.0,37.5,5,2004,False
湖畔嘉园 , 2室1厅 , 55.22平米 ,碧海,8150.0,45.0,18,2009,True
华宇凤凰城 , 1室1厅 , 49.41平米 ,杏花里,6882.0,34.0,13,2010,False
新华同仁轩 , 1室1厅 , 44.13平米 ,阳光月秀,12962.0,57.2,6,2005,False
金地艺境 , 2室2厅 , 97平米 ,金地艺境,12887.0,125.0,7,2014,False
金州福佳新天地 , 2室1厅 , 85.55平米 ,光明,7657.0,65.5,32,2011,False
新希望家园 , 2室1厅 , 90.68平米 ,城润,6948.0,63.0,32,2009,False
天源山庄 , 2室1厅 , 63.07平米 ,石道街,7770.0,49.0,7,1997,False
东港印象DE区 , 2室2厅 , 92.4平米 ,寺儿沟,10174.0,94.0,18,2008,False
帝欧花园 , 2室2厅 , 69.46平米 ,绿波,14109.0,98.0,6,2005,False
和平现代城 , 1室0厅 , 53.91平米 ,和平广场,14469.0,78.0,50,2005,True
壹品星海一期 , 3室2厅 , 158.53平米 ,星海广场,23971.0,380.0,12,2005,True
亿达蓝筹海 , 2室2厅 , 108.39平米 ,金湾新城,5767.0,62.5,17,2009,False
山河秀景 , 2室2厅 , 84.55平米 ,城润,8280.0,70.0,31,2010,False
岗盛里小区 , 2室2厅 , 91.38平米 ,东山,5472.0,50.0,7,1998,False
新日街 , 2室1厅 , 47.26平米 ,新起屯,11109.0,52.5,7,1996,False
华业玫瑰东方 , 1室0厅 , 45平米 ,和平广场,20445.0,92.0,23,2011,True
华业玫瑰东方 , 1室0厅 , 45平米 ,和平广场,21334.0,96.0,23,2011,True
金广东海岸 , 3室2厅 , 154平米 ,华乐,20130.0,310.0,28,2009,False
美域盛景 , 2室2厅 , 97.04平米 ,美域盛景,10099.0,98.0,21,2008,False
星海街 , 2室1厅 , 73.53平米 ,星海人家商圈,9656.0,71.0,8,1990,True
卡纳意乡 , 5室2厅 , 207平米 ,景山,16909.0,350.0,5,2010,False
河沿巷 , 2室2厅 , 71.19平米 ,八一路,11238.0,80.0,7,1996,False
绿洲半岛一期 , 1室0厅 , 39.6平米 ,海富,7829.0,31.0,6,2004,False
华润置地广场一期 , 2室1厅 , 88.11平米 ,华南,18160.0,160.0,33,2013,True
西山阳光水岸 , 3室2厅 , 119平米 ,万科假日,13026.0,155.0,11,2007,False
美树日记 , 2室1厅 , 60.45平米 ,第五郡,17701.0,107.0,9,2009,True
亿达普罗旺斯 , 3室2厅 , 134.13平米 ,小平岛,19757.0,265.0,9,2014,False
东方圣克拉二期 , 4室2厅 , 219.99平米 ,庙岭,33593.0,739.0,28,2011,False
亿达世纪城 , 3室2厅 , 104.85平米 ,大纺,20983.0,220.0,10,2003,True
观山满庭芳 , 2室1厅 , 66.98平米 ,马栏,12094.0,81.0,18,2008,True
皇嘉花园 , 4室3厅 , 183.31平米 ,红梅翠竹,18003.0,330.0,3,2005,False
新星绿城六期 , 2室1厅 , 65.09平米 ,辛寨子,12291.0,80.0,5,2012,False
大华锦绣华城一期 , 2室1厅 , 72.14平米 ,庙岭,21486.0,155.0,30,2010,False
浪花街 , 2室1厅 , 64.34平米 ,黑石礁,9792.0,63.0,7,1991,True
锦泉南园 , 1室2厅 , 65.45平米 ,锦绣,7609.0,49.8,6,1996,False
动力院景三期汇善园 , 4室2厅 , 142.28平米 ,华南,12300.0,175.0,16,2007,False
由家村 , 1室2厅 , 51.53平米 ,软件园,8927.0,46.0,7,1990,True
西关街 , 3室2厅 , 100.66平米 ,辽师,12915.0,130.0,7,1997,True
秀山路 , 2室1厅 , 48.8平米 ,山东路,9324.0,45.5,6,1986,True
经四街 , 2室1厅 , 51.49平米 ,山东路,9711.0,50.0,5,1993,True
半岛故乡 , 2室1厅 , 87.85平米 ,新起屯,15368.0,135.0,5,2002,False
金润小区A区 , 3室2厅 , 72.2平米 ,金润,5956.0,43.0,6,2008,False
泡崖新六区 , 2室2厅 , 86.9平米 ,泡崖市场,8804.0,76.5,6,2004,False
34中 , 1室1厅 , 39.29平米 ,唐山街,31815.0,125.0,7,1990,True
泡崖四区 , 2室1厅 , 76.58平米 ,泡崖四区,9468.0,72.5,6,2002,False
憬园河畔 , 3室1厅 , 111.71平米 ,古城汇金,6983.0,78.0,27,2009,False
星海人家 , 3室2厅 , 125.04平米 ,星海人家商圈,24793.0,310.0,5,2001,True
万国宫馆二期 , 3室1厅 , 141.98平米 ,红梅翠竹,9298.0,132.0,29,2009,False
翠竹中区 , 2室2厅 , 108.34平米 ,红梅翠竹,8677.0,94.0,7,1996,False
育明高中 , 2室1厅 , 87.43平米 ,学府,15441.0,135.0,6,1998,True
亿达杰特 , 3室1厅 , 90.95平米 ,星海广场,17593.0,160.0,34,2005,True
金二小学 , 2室1厅 , 64.74平米 ,金三角,18536.0,120.0,7,1970,False
春柳园 , 2室1厅 , 62.27平米 ,春柳,9154.0,57.0,16,1995,False
万达华府一期 , 2室2厅 , 101.85平米 ,华府,27983.0,285.0,13,2005,True
软件园小区 , 2室2厅 , 53.66平米 ,软件园,12114.0,65.0,6,2000,False
金洋小区 , 2室1厅 , 58.35平米 ,城润,6170.0,36.0,7,2000,False
欧尚广场 , 2室1厅 , 70.15平米 ,泉水龙畔金泉,13685.0,96.0,27,2014,False
热岛黄金海岸 , 2室1厅 , 89平米 ,华润海中国,8765.0,78.0,34,2010,False
亿达春田晴湾 , 3室2厅 , 143.7平米 ,辛寨子,12387.0,178.0,24,2013,False
锦霞北园 , 2室1厅 , 66.19平米 ,锦绣,11029.0,73.0,6,1998,True
万科溪之谷 , 2室2厅 , 91.02平米 ,溪之谷,13184.0,120.0,5,2008,False
亲亲美境 , 2室1厅 , 88.14平米 ,华东,10665.0,94.0,9,2008,False
锦泉源D1区 , 2室2厅 , 90.99平米 ,锦泉源,11540.0,105.0,11,2007,True
红星海世界观时光的岸 , 3室2厅 , 118.92平米 ,红星海,10512.0,125.0,23,2016,False
热岛黄金海岸 , 2室1厅 , 89平米 ,华润海中国,8765.0,78.0,34,2010,False
中海华庭 , 2室2厅 , 71.68平米 ,万达,16393.0,117.5,24,2010,False
东城天下 , 2室2厅 , 88.3平米 ,东城,9038.0,79.8,6,2005,False
幸福e家三期 , 3室2厅 , 73.04平米 ,幸福e家,45181.0,330.0,10,2004,True
新星绿城一期 , 3室1厅 , 92平米 ,辛寨子,9348.0,86.0,6,2003,False
远洋荣域 , 2室2厅 , 87.43平米 ,华南,17500.0,153.0,33,2016,True
台四小区 , 3室2厅 , 103.05平米 ,南沙,11936.0,123.0,7,1998,False
华润置地广场二期 , 2室1厅 , 73.6平米 ,华南,17664.0,130.0,30,2013,True
胜鼎桃源 , 2室1厅 , 75.47平米 ,青云街,18021.0,136.0,33,2015,False
动力院景三期汇善园 , 3室2厅 , 127平米 ,华南,12441.0,158.0,12,2007,False
东方圣克拉三期 , 2室2厅 , 95.46平米 ,庙岭,19904.0,190.0,32,2015,False
龙畔金泉五期K2区 , 2室1厅 , 91.94平米 ,泉水龙畔金泉,10442.0,96.0,6,2008,False
锦泉中园 , 2室2厅 , 71.29平米 ,锦绣,9749.0,69.5,7,1996,False
长春街 , 3室2厅 , 136.62平米 ,八一路,11346.0,155.0,6,1997,False
红星国际广场 , 2室2厅 , 92.75平米 ,华南,14232.0,132.0,18,2015,True
星海中龙园 , 3室2厅 , 121.37平米 ,星海人家商圈,17303.0,210.0,6,2004,True
美域盛景 , 2室1厅 , 103.98平米 ,美域盛景,10772.0,112.0,22,2008,False
胜鼎桃源 , 2室1厅 , 78.32平米 ,青云街,21706.0,170.0,29,2015,False
润泽园 , 1室0厅 , 55.1平米 ,美域盛景,13431.0,74.0,15,2012,False
山海一家二期 , 3室2厅 , 178.35平米 ,万达,11214.0,200.0,12,2005,False
星海人家 , 2室2厅 , 100.45平米 ,星海人家商圈,25187.0,253.0,6,2002,True
红星海世界观五期青屿蓝 , 2室2厅 , 110平米 ,红星海,17728.0,195.0,5,2012,False
金纺小区 , 2室1厅 , 80.05平米 ,金纺,6621.0,53.0,6,1988,True
21中天兴花园二期 , 4室2厅 , 154.24平米 ,中山公园,20747.0,320.0,6,1999,True
倚山里小区 , 3室2厅 , 115.16平米 ,倚山里,6513.0,75.0,7,2002,False
泰安花园 , 3室2厅 , 122.92平米 ,南沙,12448.0,153.0,7,1998,False
万科城市花园 , 4室2厅 , 110.69平米 ,绿波,23941.0,265.0,5,2005,False
锦江园 , 2室2厅 , 118.41平米 ,锦绣,9290.0,110.0,5,2000,False
景润二期 , 3室2厅 , 131.28平米 ,北京公园,11274.0,148.0,6,2002,False
泰安花园 , 3室2厅 , 122.92平米 ,南沙,12448.0,153.0,7,1998,False
万科城市花园 , 4室2厅 , 110.69平米 ,绿波,23941.0,265.0,5,2005,False
锦江园 , 2室2厅 , 118.41平米 ,锦绣,9290.0,110.0,5,2000,False
景润二期 , 1室2厅 , 89.7平米 ,北京公园,10591.0,95.0,6,2002,True
八十中 , 2室1厅 , 78.09平米 ,大纺,15111.0,118.0,7,1999,True
大有恬园 , 3室2厅 , 141.64平米 ,凌水,15533.0,220.0,6,2010,False
幸福e家五期 , 2室1厅 , 106.08平米 ,幸福e家,29035.0,308.0,22,2010,True
虹港路（机场商圈） , 2室1厅 , 78.78平米 ,机场,7871.0,62.0,7,1996,True
